Synsets,domain_x,norm,nrdirhypers_x,nrhypos_x,nrpartrels_normalised_x,depthfromtopsynset_normalised_x,glosslength_normalised_x,minwordlength_x,nroflemmas_x,polyscore_max_x,vote_x,raw_translation,raw_translation_lemmas,translation_set,number_tranlsation,number_sense,translation_lemmas_set,number_tranlsation_lemmas,number_sense_lemmas
Synset('plane.n.05'),tool,plane,2,17,0.0,0.9116129032258066,1.2202072538860105,5,3,9,b,airplane airplane fly large plane transport travel ,airplane airplane fly large plane transport travel airplane build build build construct build fly large metal person place work build construct wood wood ,"['transport', 'travel', 'airplane', 'fly', 'plane', 'large']",7,6,"['transport', 'travel', 'metal', 'airplane', 'fly', 'plane', 'person', 'wood', 'construct', 'work', 'place', 'build', 'large']",23,13
Synset('plastering_trowel.n.01'),tool,plastering_trowel,1,0,0.0,1.0129032258064516,0.6570346751693902,17,1,1,nb,build color color decorate decorate hard hard material paint ,build color color decorate decorate hard hard material paint ,"['hard', 'color', 'decorate', 'paint', 'material', 'build']",9,6,"['hard', 'color', 'decorate', 'paint', 'material', 'build']",9,6
Synset('plexor.n.01'),tool,plexor,1,0,0.0,1.0129032258064516,1.7677361498605022,6,3,1,nb,bundle cube cube cube divide cube cube number number ,bundle cube cube cube divide cube cube number number child care care help person raise blow blow blow blow noise noise ,"['bundle', 'number', 'cube', 'divide']",9,4,"['child', 'blow', 'care', 'number', 'help', 'person', 'raise', 'noise', 'bundle', 'cube', 'divide']",21,11
Synset('pliers.n.01'),tool,pliers,2,5,7.85,0.9116129032258066,1.0794141092068552,6,3,2,b,bend hold hold hold metal plastic sharp sharp tool ,bend hold hold hold metal plastic sharp sharp tool two pair pair pair together together together build construct construct paper wood ,"['hold', 'metal', 'sharp', 'plastic', 'bend', 'tool']",9,6,"['pair', 'hold', 'metal', 'sharp', 'wood', 'together', 'construct', 'plastic', 'bend', 'paper', 'tool', 'build', 'two']",21,13
Synset('plunger.n.03'),tool,plunger,1,0,0.0,0.9116129032258066,1.533080908728577,7,2,4,b,breath cold cold cold water cold water ,breath cold cold cold water cold water bathroom help person wash ,"['breath', 'water', 'cold']",7,3,"['wash', 'help', 'bathroom', 'person', 'breath', 'water', 'cold']",11,7
Synset('pointing_trowel.n.01'),tool,pointing_trowel,1,0,0.0,1.0129032258064516,1.0794141092068552,15,1,1,nb,act cloth cloth cloth clean cloth cloth color dirt dirt dirt hand hold hand human,act cloth cloth cloth clean cloth cloth color dirt dirt dirt hand hold hand human,"['hold', 'color', 'act', 'hand', 'cloth', 'human', 'dirt', 'clean']",15,8,"['hold', 'color', 'act', 'hand', 'cloth', 'human', 'dirt', 'clean']",15,8
Synset('posthole_digger.n.01'),tool,posthole_digger,1,0,0.0,1.0129032258064516,0.4849541650059785,15,2,1,nb,dig dig dig hole hole hole rock ,dig dig dig hole hole hole rock build dig dig dig hole hole hole ,"['hole', 'dig', 'rock']",7,3,"['hole', 'dig', 'build', 'rock']",14,4
Synset('pruner.n.02'),tool,pruner,1,0,0.0,1.215483870967742,1.6895177361498606,6,3,2,nb,appliance cloth cloth cloth color hair hair hair nail nail nail polish polish,appliance cloth cloth cloth color hair hair hair nail nail nail polish polishcut tree cut tree cut cut cut food knife knife ,"['polish', 'color', 'hair', 'appliance', 'cloth', 'nail']",13,6,"['polishcut', 'polish', 'color', 'food', 'cut', 'hair', 'appliance', 'cloth', 'knife', 'tree', 'nail']",22,11
Synset('pruning_saw.n.01'),tool,pruning_saw,1,1,0.0,1.1141935483870968,0.5005978477481068,11,1,1,nb,cut cut cut tree ,cut cut cut tree ,"['tree', 'cut']",4,2,"['tree', 'cut']",4,2
Synset('pump-type_pliers.n.01'),tool,pump-type_pliers,1,0,0.0,1.0129032258064516,0.2502989238740534,16,1,1,nb,bend hold hold hold metal plastic round string tool ,bend hold hold hold metal plastic round string tool ,"['hold', 'metal', 'plastic', 'bend', 'tool', 'round', 'string']",9,7,"['hold', 'metal', 'plastic', 'bend', 'tool', 'round', 'string']",9,7
Synset('rasp.n.02'),tool,rasp,1,0,0.0,1.0129032258064516,0.6883220406536469,4,2,4,nb,act animal animal animal annoy annoy annoy body annoy body body body breath annoy body,act animal animal animal annoy annoy annoy body annoy body body body breath annoy bodybox wood file wood ,"['annoy', 'act', 'animal', 'body', 'breath']",15,5,"['annoy', 'act', 'wood', 'file', 'bodybox', 'animal', 'body', 'breath']",18,8
Synset('rat-tail_file.n.01'),tool,rat-tail_file,1,0,0.0,1.0129032258064516,0.7352530888800318,13,1,1,nb,animal animal hair long tail tail ,animal animal hair long tail tail ,"['tail', 'animal', 'long', 'hair']",6,4,"['tail', 'animal', 'long', 'hair']",6,4
Synset('rib_joint_pliers.n.01'),tool,rib_joint_pliers,1,0,0.0,1.0129032258064516,0.2502989238740534,16,1,1,nb,bend bone connect connect connect finger long part part together ,bend bone connect connect connect finger long part part together ,"['part', 'connect', 'long', 'together', 'bend', 'finger', 'bone']",10,7,"['part', 'connect', 'long', 'together', 'bend', 'finger', 'bone']",10,7
Synset('ripsaw.n.01'),tool,ripsaw,1,0,0.0,1.1141935483870968,0.7508967716221602,6,2,1,nb,bend chop chop chop cut edge edge end end end metal metal round round,bend chop chop chop cut edge edge end end end metal metal round roundcut cut cut edge edge edge part piece ,"['edge', 'metal', 'cut', 'end', 'bend', 'chop', 'round']",14,7,"['piece', 'roundcut', 'edge', 'metal', 'cut', 'end', 'bend', 'chop', 'part', 'round']",21,10
Synset('roach_clip.n.01'),tool,roach_clip,1,0,0.0,1.0129032258064516,0.8760462335591869,10,2,1,nb,animal attach attach attach insect attach attach clip clip small small ,animal attach attach attach insect attach attach clip clip small small bug hold hold hold ,"['attach', 'insect', 'animal', 'small', 'clip']",11,5,"['hold', 'attach', 'bug', 'insect', 'animal', 'small', 'clip']",15,7
Synset('round_file.n.01'),tool,round_file,1,0,0.0,1.0129032258064516,1.0950577919489837,10,1,1,nb,circle round round square square ,circle round round square square ,"['circle', 'round', 'square']",5,3,"['circle', 'round', 'square']",5,3
Synset('router_plane.n.01'),tool,router_plane,1,0,0.0,1.0129032258064516,1.392287764049422,12,1,1,nb,airplane airplane fly plane plane transport ,airplane airplane fly plane plane transport ,"['airplane', 'transport', 'fly', 'plane']",6,4,"['airplane', 'transport', 'fly', 'plane']",6,4
Synset('s_wrench.n.01'),tool,s_wrench,1,0,0.0,1.1141935483870968,0.5005978477481068,8,1,1,nb,break hold hold hold metal screw tool ,break break hold hold hold metal plastic screw tool ,"['break', 'hold', 'metal', 'screw', 'tool']",7,5,"['break', 'hold', 'metal', 'plastic', 'screw', 'tool']",9,6
Synset('saw.n.02'),tool,saw,1,16,15.7,0.9116129032258066,0.6883220406536469,3,1,28,b,act animal animal animal audible audible audible body audible brain comprehend comprehend comprehend communicate comprehend,act animal animal animal audible audible audible body audible brain comprehend comprehend comprehend communicate comprehend,"['brain', 'act', 'comprehend', 'animal', 'body', 'audible', 'communicate']",15,7,"['brain', 'act', 'comprehend', 'animal', 'body', 'audible', 'communicate']",15,7
Synset('scauper.n.01'),tool,scauper,1,0,0.0,1.0129032258064516,1.0481267437225987,7,2,1,nb,clean dirt dirt dirt house house person clean ,clean dirt dirt dirt house house person clean act burn burn burn fire burn burn danger danger danger fire danger fire fire danger,"['house', 'dirt', 'person', 'clean']",8,4,"['house', 'fire', 'act', 'danger', 'person', 'burn', 'dirt', 'clean']",23,8
Synset('scoop.n.05'),tool,scoop,1,0,15.7,1.0129032258064516,0.6726783579115185,5,2,8,nb,act air air animal animal animal eat egg eat egg egg egg food hand hold,act air air animal animal animal eat egg eat egg egg egg food hand holdclean dirt dirt dirt move shovel shovel ,"['hold', 'egg', 'act', 'air', 'hand', 'food', 'eat', 'animal']",15,8,"['shovel', 'egg', 'act', 'air', 'hand', 'food', 'eat', 'move', 'animal', 'holdclean', 'dirt']",21,11
Synset('screw_key.n.01'),tool,screw_key,1,0,0.0,1.0129032258064516,0.4380231167795934,9,1,1,nb,accessory key hold screw screw screw ,accessory key hold screw screw screw ,"['accessory', 'key', 'hold', 'screw']",6,4,"['accessory', 'key', 'hold', 'screw']",6,4
Synset('screw_wrench.n.01'),tool,screw_wrench,1,0,0.0,1.1141935483870968,1.157632522917497,12,1,1,nb,break hold hold screw tool ,break hold hold screw tool ,"['break', 'tool', 'hold', 'screw']",5,4,"['break', 'tool', 'hold', 'screw']",5,4
Synset('screwdriver.n.01'),tool,screwdriver,1,3,0.0,0.9116129032258066,1.1889198884017538,11,1,2,b,bend tool screw screw tool ,bend tool screw screw tool ,"['tool', 'screw', 'bend']",5,3,"['tool', 'screw', 'bend']",5,3
Synset('scriber.n.01'),tool,scriber,1,0,0.0,1.0129032258064516,0.8604025508170586,6,3,5,nb,book write sign paper write ,book write sign paper write book document paper paper write act animal animal animal itch itch itch claw claw claw dirt dirt dirt dig dirt,"['paper', 'book', 'sign', 'write']",5,4,"['claw', 'act', 'write', 'itch', 'animal', 'sign', 'dig', 'paper', 'dirt', 'book', 'document']",25,11
Synset('scrub_plane.n.01'),tool,scrub_plane,1,0,0.0,1.0129032258064516,0.8760462335591869,11,1,1,nb,airplane clean clean clean plane ,airplane clean clean clean plane ,"['airplane', 'plane', 'clean']",5,3,"['airplane', 'plane', 'clean']",5,3
Synset('set_square.n.01'),tool,set_square,1,0,0.0,1.1141935483870968,0.6883220406536469,10,1,1,nb,circle square round square square ,circle square round square square ,"['circle', 'round', 'square']",5,3,"['circle', 'round', 'square']",5,3
Synset('shovel.n.01'),tool,shovel,1,9,0.0,0.9116129032258066,1.4392188122758072,6,1,5,b,act animal dirt dirt dirt dig dirt dirt ground ground ground human move move move,act animal dirt dirt dirt dig dirt dirt ground ground ground human move move move,"['ground', 'act', 'move', 'animal', 'dig', 'human', 'dirt']",15,7,"['ground', 'act', 'move', 'animal', 'dig', 'human', 'dirt']",15,7
Synset('slice.n.06'),tool,slice,1,0,0.0,1.0129032258064516,0.5631725787166202,5,1,10,nb,break slice slice slice ,break slice slice slice ,"['break', 'slice']",4,2,"['break', 'slice']",4,2
Synset('slick.n.04'),tool,slick,1,0,0.0,1.0129032258064516,0.5788162614587485,5,1,10,nb,cold cold hard ice hard ice smooth snow ,cold cold hard ice hard ice smooth snow ,"['hard', 'smooth', 'snow', 'cold', 'ice']",8,5,"['hard', 'smooth', 'snow', 'cold', 'ice']",8,5
Synset('slip-joint_pliers.n.01'),tool,slip-joint_pliers,1,0,0.0,1.0129032258064516,1.4392188122758072,17,1,1,nb,bend hold hold hold metal plastic screw together ,bend hold hold hold metal plastic screw together ,"['hold', 'metal', 'together', 'plastic', 'screw', 'bend']",8,6,"['hold', 'metal', 'together', 'plastic', 'screw', 'bend']",8,6
Synset('smooth_plane.n.01'),tool,smooth_plane,1,0,0.0,1.0129032258064516,0.4536667995217218,12,2,1,nb,airplane smooth plane plane smooth smooth ,airplane smooth plane plane smooth smooth airplane move plane smooth plane ,"['airplane', 'smooth', 'plane']",6,3,"['move', 'airplane', 'smooth', 'plane']",11,4
Synset('socket_wrench.n.01'),tool,socket_wrench,1,0,7.85,1.0129032258064516,1.157632522917497,13,1,1,nb,break break hold hold hold metal socket screw ,break break hold hold hold metal socket screw ,"['break', 'hold', 'metal', 'socket', 'screw']",8,5,"['break', 'hold', 'metal', 'socket', 'screw']",8,5
Synset('soldering_iron.n.01'),tool,soldering_iron,1,0,0.0,0.9116129032258066,0.969908330011957,14,1,1,b,build fire fire hot iron hot metal solder ,build fire fire hot iron hot metal solder ,"['metal', 'hot', 'fire', 'iron', 'build', 'solder']",8,6,"['metal', 'hot', 'fire', 'iron', 'build', 'solder']",8,6
Synset('sparkplug_wrench.n.01'),tool,sparkplug_wrench,1,0,0.0,1.0129032258064516,1.6112993224392187,16,1,1,nb,electric electric electric electric plug socket socket socket ,electric electric electric electric plug socket socket socket ,"['plug', 'electric', 'socket']",8,3,"['plug', 'electric', 'socket']",8,3
Synset('spiral_ratchet_screwdriver.n.01'),tool,spiral_ratchet_screwdriver,1,0,7.85,1.0129032258064516,2.471701873256277,19,2,1,nb,bend bolt screw screw tool ,bend bolt screw screw tool act bolt bolt bolt fasten fasten screw screw tool ,"['bolt', 'tool', 'screw', 'bend']",5,4,"['act', 'fasten', 'screw', 'bend', 'bolt', 'tool']",14,6
Synset('spokeshave.n.01'),tool,spokeshave,1,0,0.0,1.0129032258064516,2.221402949382224,10,1,1,nb,act speak speak speak talk talk ,act speak speak speak talk talk ,"['talk', 'speak', 'act']",6,3,"['talk', 'speak', 'act']",6,3
Synset('spud.n.02'),tool,spud,1,0,0.0,1.0129032258064516,0.7978278198485452,4,2,4,nb,bake bake brown brown crunch eat food garden garden green ground grow ground grow,bake bake brown brown crunch eat food garden garden green ground grow ground growbake brown brown brown crunch crunch crunch eat food ground ground grow ground grow,"['ground', 'grow', 'brown', 'food', 'eat', 'green', 'garden', 'crunch', 'bake']",14,9,"['ground', 'grow', 'brown', 'food', 'eat', 'green', 'garden', 'growbake', 'crunch', 'bake']",27,10
Synset('square.n.08'),tool,square,1,4,0.0,0.9116129032258066,1.5487245914707055,6,1,25,b,circle circle round square square square ,circle circle round square square square ,"['circle', 'round', 'square']",6,3,"['circle', 'round', 'square']",6,3
Synset('stillson_wrench.n.01'),tool,stillson_wrench,1,0,0.0,1.215483870967742,1.5800119569549622,15,1,1,nb,child child child child hand hold hold hold metal plastic small tool ,break hold hold hand hold hold metal screw tool ,"['child', 'hold', 'metal', 'hand', 'plastic', 'small', 'tool']",12,7,"['break', 'hold', 'metal', 'hand', 'screw', 'tool']",9,6
Synset('straightedge.n.01'),tool,straightedge,1,0,0.0,0.9116129032258066,2.1431845356715824,12,1,1,b,cut edge cut edge sharp sharp tool ,cut edge cut edge sharp sharp tool ,"['tool', 'edge', 'cut', 'sharp']",7,4,"['tool', 'edge', 'cut', 'sharp']",7,4
Synset('t-square.n.01'),tool,t-square,2,0,0.0,0.9116129032258066,0.7665404543642885,8,1,1,nb,circle square round square square ,circle square round square square ,"['circle', 'round', 'square']",5,3,"['circle', 'round', 'square']",5,3
Synset('tack_hammer.n.01'),tool,tack_hammer,1,0,0.0,1.0129032258064516,0.6570346751693902,11,1,1,nb,build hammer hammer nail nail nail wood ,build hammer hammer nail nail nail wood ,"['hammer', 'build', 'nail', 'wood']",7,4,"['hammer', 'build', 'nail', 'wood']",7,4
Synset('tap_wrench.n.01'),tool,tap_wrench,1,0,0.0,1.0129032258064516,0.9542646472698286,10,1,1,nb,break hold hold hold metal plastic round round ,break hold hold hold metal plastic round round ,"['break', 'hold', 'metal', 'plastic', 'round']",8,5,"['break', 'hold', 'metal', 'plastic', 'round']",8,5
Synset('taper_file.n.01'),tool,taper_file,1,0,0.0,1.0129032258064516,0.4380231167795934,10,1,1,nb,act appendage appendage attach appendage document document document paper piece piece ,act appendage appendage attach appendage document document document paper piece piece ,"['piece', 'attach', 'act', 'appendage', 'paper', 'document']",11,6,"['piece', 'attach', 'act', 'appendage', 'paper', 'document']",11,6
Synset('tire_iron.n.01'),tool,tire_iron,2,0,0.0,0.9116129032258066,1.6112993224392187,9,2,1,b,black black black black car car color car color hard hard hard metal metal round,black black black black car car color car color hard hard hard metal metal roundcar tool tool tool ,"['hard', 'metal', 'car', 'color', 'black', 'round']",15,6,"['hard', 'metal', 'car', 'color', 'black', 'roundcar', 'tool']",18,7
Synset('toothpick.n.01'),tool,toothpick,2,0,0.0,0.8103225806451614,1.4548624950179354,9,1,1,b,bend pick pick pick sharp sharp teeth ,bend pick pick pick sharp sharp teeth ,"['pick', 'teeth', 'sharp', 'bend']",7,4,"['pick', 'teeth', 'sharp', 'bend']",7,4
Synset('torque_wrench.n.01'),tool,torque_wrench,1,0,0.0,1.0129032258064516,1.173276205659625,13,1,1,nb,bend bolt hold hold hold metal screw tool ,bend bolt hold hold hold metal screw tool ,"['hold', 'metal', 'screw', 'bend', 'bolt', 'tool']",8,6,"['hold', 'metal', 'screw', 'bend', 'bolt', 'tool']",8,6
Synset('trowel.n.01'),tool,trowel,1,5,0.0,0.9116129032258066,1.7677361498605022,6,1,2,b,cloth cloth dirt dirt dirt hand hold hand hold metal object pick pick pick up,cloth cloth dirt dirt dirt hand hold hand hold metal object pick pick pick up,"['hold', 'metal', 'object', 'hand', 'pick', 'cloth', 'up', 'dirt']",15,8,"['hold', 'metal', 'object', 'hand', 'pick', 'cloth', 'up', 'dirt']",15,8
Synset('try_square.n.01'),tool,try_square,1,1,0.0,1.0129032258064516,1.173276205659625,10,1,1,nb,circle square round square square ,circle square round square square ,"['circle', 'round', 'square']",5,3,"['circle', 'round', 'square']",5,3
Synset('two-handed_saw.n.01'),tool,two-handed_saw,1,1,0.0,1.0129032258064516,0.9855520127540852,7,4,3,nb,two hand cut hand hold metal object two ,two hand cut hand hold metal object two break chop chop chop cut edge electric electric electric hand heave metal metal metaltwo man one person two build cut cut wood saw wood ,"['hold', 'metal', 'object', 'hand', 'cut', 'two']",8,6,"['break', 'hold', 'metal', 'edge', 'metaltwo', 'saw', 'object', 'hand', 'electric', 'person', 'cut', 'one', 'build', 'wood', 'man', 'chop', 'heave', 'two']",32,18
Synset('weeder.n.02'),tool,weeder,1,0,0.0,0.9116129032258066,0.4693104822638501,6,2,2,b,bend garden grow weed weed weed ,bend garden grow weed weed weed cut blade blade blade cut blade blade electric electric electric ,"['weed', 'garden', 'grow', 'bend']",6,4,"['grow', 'electric', 'cut', 'garden', 'blade', 'bend', 'weed']",16,7
Synset('wrench.n.03'),tool,wrench,1,25,7.85,0.9116129032258066,0.8604025508170586,6,2,7,b,break hold hold hold metal screw tool ,break hold hold hold metal screw tool bend bend hold hold hold metal object together together together ,"['break', 'hold', 'metal', 'screw', 'tool']",7,5,"['break', 'hold', 'metal', 'object', 'together', 'screw', 'bend', 'tool']",17,8
Synset('acerola.n.02'),fruit,acerola,1,0,1.3401360544217686,1.0012706480304956,1.39558847206569,7,4,3,nb,bake eat food fruit juice juice juice pulp sweet sour sweet taste ,bake eat food fruit juice juice juice pulp sweet sour sweet taste barbados eat eat fruit fruit juice juice juice sweet taste beverage drink drink fruit juice juice juice sweet bitter brown brown eat eat fruit juice juice juice red red sweet taste ,"['juice', 'sweet', 'food', 'sour', 'eat', 'fruit', 'pulp', 'taste', 'bake']",12,9,"['beverage', 'juice', 'bitter', 'brown', 'sweet', 'food', 'sour', 'eat', 'fruit', 'barbados', 'pulp', 'taste', 'red', 'bake', 'drink']",43,15
